State Name,Temperature ⁰C,pH,Conductivity (μmhos/cm),Nitrate N (mg/L),Faecal Coliform (MPN/100ml),Total Coliform (MPN/100ml),Total Dissolved Solids (mg/L),Fluoride (mg/L)
GUJARAT,29.5,8.0,3130.5,0.44,2.0,2.0,2081.0,0.85
GUJARAT,31.0,7.55,2727.5,1.16,2.0,2.0,1608.0,0.85
GUJARAT,31.0,8.2,2530.0,0.3,2.0,2.0,1538.0,0.6
GUJARAT,31.0,7.7,3913.5,0.5,2.0,2.0,2172.0,0.65
GUJARAT,28.5,7.75,1972.5,1.1,2.0,2.0,1156.0,0.8
GUJARAT,26.0,7.8,3278.5,0.3,2.0,2.0,1416.0,0.2
GUJARAT,25.5,7.05,6352.5,0.3,2.0,2.0,3534.0,0.2
GUJARAT,26.0,7.7,2520.5,0.32,2.0,2.0,1400.0,0.2
GUJARAT,29.0,7.55,736.0,0.3,2.0,2.0,469.0,0.3
GUJARAT,27.5,7.95,2508.0,0.56,2.0,2.0,1264.0,0.55
GUJARAT,28.5,7.75,974.0,0.88,2.0,2.0,493.0,0.95
GUJARAT,28.0,8.0,1802.0,0.45,2.0,2.0,1159.0,1.2
GUJARAT,28.0,8.2,2749.5,0.45,2.0,2.0,1466.0,1.35
GUJARAT,30.0,7.55,3060.0,0.3,2.0,2.0,2365.0,0.65
GUJARAT,28.0,8.2,1275.5,0.55,2.0,2.0,680.0,1.15
GUJARAT,28.0,8.1,1205.0,0.92,2.0,2.0,765.0,0.85
GUJARAT,25.5,7.8,1039.5,0.61,2.0,2.0,585.0,0.5
GUJARAT,26.0,7.1,1620.5,0.3,2.0,2.0,803.0,0.25
GUJARAT,28.5,7.35,1021.5,1.14,2.0,2.0,754.0,0.2
GUJARAT,29.0,7.8,3267.0,0.56,2.0,2.0,1533.0,0.6
GUJARAT,31.0,8.0,1637.5,1.28,2.0,2.0,1272.0,1.05
GUJARAT,31.0,7.4,1319.0,1.5,2.0,2.0,929.0,0.85
GUJARAT,28.0,7.3,786.0,1.1,2.0,2.0,620.0,0.2
GUJARAT,27.5,7.85,1693.5,1.35,2.0,2.0,934.0,0.95
GUJARAT,28.0,7.6,3079.0,1.2,17.4,143.2,2501.0,0.2
GUJARAT,26.0,7.45,619.0,0.35,2.0,2.0,345.0,0.25
GUJARAT,30.0,8.0,1303.5,0.4,2.0,2.0,758.0,0.6
GUJARAT,30.5,7.85,2847.5,0.6,2.0,2.0,1735.0,0.6
GUJARAT,29.0,8.0,1832.0,0.38,2.0,2.0,1012.0,1.0
GUJARAT,29.0,7.6,991.5,0.34,2.0,2.0,553.0,0.35
GUJARAT,29.0,7.75,5149.0,0.74,2.0,2.0,3345.0,0.9
GUJARAT,27.0,7.95,752.0,0.35,2.0,2.0,428.0,0.25
GUJARAT,30.0,7.65,1770.0,0.3,2.0,2.0,855.0,0.6
GUJARAT,29.0,8.15,1523.0,0.3,2.0,2.0,770.0,0.75
GUJARAT,33.0,8.5,2704.0,0.4,2.0,2.0,1648.0,0.4
GUJARAT,29.0,7.2,6747.0,0.3,2.0,2.0,4276.0,0.4
GUJARAT,30.0,7.9,1370.0,0.3,2.0,2.0,868.0,0.95
GUJARAT,29.0,7.6,13950.0,0.45,2.0,2.0,8495.0,0.4
GUJARAT,29.5,7.95,1666.5,0.5,2.0,2.0,1014.0,0.2
GUJARAT,25.5,7.5,948.5,0.62,2.0,2.0,560.0,0.9
GUJARAT,25.5,7.6,1163.0,0.69,2.0,2.0,661.0,0.75
HARYANA,5.2,7.4,2570.0,2.95,3200.0,4215.0,1412.0,2.1
HARYANA,26.6,8.3,973.0,0.3,2.0,20.0,530.0,2.0
HARYANA,33.1,7.4,1590.0,1.5239999999999998,160.0,2100.0,748.0,0.32999999999999996
HARYANA,18.0,7.25,897.0,0.596,2.0,2.0,495.0,0.2
HARYANA,21.1,7.8,557.0,1.0,490.0,3500.0,349.0,0.3
HARYANA,23.7,8.15,965.0,3.768,3.2,3.6,580.0,0.6599999999999999
HARYANA,26.22,8.05,1445.0,1.668,2.0,9.1,868.0,0.5900000000000001
HARYANA,26.860000000000003,8.5,1156.0,0.3,2.0,30.0,328.0,0.7
HARYANA,28.04,8.3,1788.0,0.3,3.2,20.0,978.0,0.72
HARYANA,25.52,7.2,4510.0,0.3,12.7,33.2,2480.0,0.7
HARYANA,29.2,7.7,5740.0,0.3,2.1,3.4,3160.0,1.2
HARYANA,26.7,7.35,3665.0,0.3,2.4,5.1,2020.0,0.75
HARYANA,28.830000000000002,8.3,1160.0,0.3,2.0,10.0,630.0,0.7
HARYANA,27.2,8.1,1655.0,0.3,3.2,20.0,904.0,0.7
HARYANA,27.68,8.3,1291.0,0.3,2.0,20.0,710.0,0.7
HARYANA,26.9,7.45,2565.0,4.908,2.0,2.0,1410.0,0.4
HARYANA,23.4,7.65,947.0,3.7000000000000006,3.2,7.2,548.5,0.7699999999999999
HARYANA,27.6,7.9,1195.0,3.216,2.0,23.4,724.0,0.43
HIMACHAL PRADESH,22.25,7.35,395.0,0.42,2.0,33.0,257.0,0.2
"HIMACHAL
PRADESH",25.5,8.0,561.5,1.0639999999999998,2.0,2.0,298.0,0.2
"HIMACHAL
PRADESH",24.0,8.1,591.0,2.566,2.0,2.0,324.0,0.34
"HIMACHAL
PRADESH",24.0,7.8,564.0,0.9800000000000001,2.0,2.0,312.5,0.2
"HIMACHAL
PRADESH",19.0,7.0,534.0,0.3,5.1,14.3,354.5,0.2
HIMACHAL PRADESH,16.0,7.15,328.5,0.44,11.8,11.8,225.0,0.2
"HIMACHAL
PRADESH",24.0,7.45,663.5,1.28,2.0,2.0,405.0,0.45
"HIMACHAL
PRADESH",22.75,7.05,644.5,0.38,2.0,33.0,437.5,0.2
HIMACHAL PRADESH,23.0,8.2,981.0,3.752,2.0,2.0,512.0,0.76
"HIMACHAL
PRADESH",24.0,7.9,660.0,0.6319999999999999,2.0,2.0,342.0,0.5599999999999999
HIMACHAL PRADESH,23.0,7.8,422.5,0.46,2.0,2.0,257.0,0.2
HIMACHAL PRADESH,15.5,7.9,502.0,1.8960000000000001,2.0,2.0,304.5,0.2
"HIMACHAL
PRADESH",11.5,7.6,6569.5,3.8,1600.0,1600.0,393.0,0.6
HIMACHAL PRADESH,19.0,8.25,565.5,2.6159999999999997,2.0,2.0,235.0,0.2
"HIMACHAL
PRADESH",25.25,7.55,592.5,0.38,2.0,25.0,398.0,0.2
"HIMACHAL
PRADESH",25.0,7.3,463.0,0.32,2.0,31.0,326.0,0.2
HIMACHAL PRADESH,19.0,7.45,684.5,2.5,2.0,2.0,464.0,0.2
"HIMACHAL
PRADESH",12.5,7.25,575.5,0.3,10.4,10.4,365.5,0.2
"HIMACHAL
PRADESH",18.0,7.45,185.5,0.38,8.6,32.2,121.5,0.2
HIMACHAL PRADESH,22.0,7.4,362.0,0.34,2.0,31.0,226.0,0.2
"HIMACHAL
PRADESH",23.630000000000003,7.6,514.5,0.3,6.9,19.7,339.0,0.2
"HIMACHAL
PRADESH",19.0,7.0,586.5,0.3,2.0,2.0,385.5,0.2
"HIMACHAL
PRADESH",25.5,6.9,580.0,2.2,2.0,2.0,354.0,0.8
"HIMACHAL
PRADESH",9.0,7.7,305.0,0.3,2.0,2.0,216.0,0.5
"HIMACHAL
PRADESH",22.0,7.7,424.0,0.5,2.0,2.0,282.5,0.2
"HIMACHAL
PRADESH",26.560000000000002,7.3,483.5,0.3,2.0,17.0,316.0,0.2
HIMACHAL PRADESH,25.9,7.25,693.0,1.2,2.0,2.0,427.0,0.7
"HIMACHAL
PRADESH",25.44,7.8,2391.0,1.0,4.1,11.0,120.0,0.3
HIMACHAL PRADESH,25.1,7.65,313.0,0.64,4.0,6.2,205.0,0.2
HIMACHAL PRADESH,21.0,7.3,342.0,0.52,2.0,2.0,232.0,0.2
"HIMACHAL
PRADESH",25.0,7.7,510.5,0.3,2.0,26.0,342.0,0.2
"HIMACHAL
PRADESH",13.5,6.75,369.0,0.32,10.4,20.1,244.5,0.2
HIMACHAL PRADESH,14.5,7.35,242.0,1.3,35.5,150.0,161.0,0.2
HIMACHAL PRADESH,16.0,7.25,367.5,0.4,2.0,24.5,246.5,0.2
HIMACHAL PRADESH,15.0,6.95,188.0,0.3,2.0,26.0,123.5,0.2
HIMACHAL PRADESH,19.0,6.8,186.0,0.3,2.0,26.0,125.0,0.2
"HIMACHAL
PRADESH",24.0,8.1,1150.0,0.526,2.0,2.0,544.0,0.43
"HIMACHAL
PRADESH",25.5,7.65,579.5,1.28,2.0,2.0,353.5,0.5
"HIMACHAL
PRADESH",23.5,7.4,617.5,0.98,2.0,2.0,372.0,0.55
"HIMACHAL
PRADESH",17.0,8.55,699.0,1.6280000000000001,2.0,2.0,401.0,0.2
"HIMACHAL
PRADESH",25.25,7.55,443.5,0.3,2.0,32.0,300.0,0.2
JAMMU & KASHMIR,24.0,8.0,340.0,0.9860000000000001,2.0,2.0,200.0,0.29000000000000004
"JAMMU &
KASHMIR",23.0,7.4,360.0,0.746,16.5,30.6,210.0,0.41
JAMMU & KASHMIR,24.0,7.7,348.0,0.806,2.0,2.0,204.0,0.33
JAMMU & KASHMIR,22.0,7.6,334.0,0.7780000000000001,2.0,2.0,196.0,0.31
"JAMMU &
KASHMIR",18.0,7.3,496.0,2.04,2.0,2.0,292.0,0.4
"JAMMU &
KASHMIR",23.0,7.9,420.0,1.008,2.0,2.0,248.0,0.36
"JAMMU &
KASHMIR",20.0,6.9,600.0,0.826,2.0,2.0,35.0,0.56
"JAMMU &
KASHMIR",24.0,7.5,340.0,0.9860000000000001,2.0,2.0,200.0,0.29000000000000004
"JAMMU &
KASHMIR",21.0,8.3,560.0,0.8220000000000001,2.0,2.0,326.0,0.24
"JAMMU &
KASHMIR",22.0,7.3,475.0,0.7699999999999999,163.9,163.9,280.0,0.35
JHARKHAND,25.5,7.8,250.0,1.246,3.8,7.6,220.0,0.30999999999999994
JHARKHAND,24.5,7.55,276.0,2.2559999999999993,2.0,2.0,280.0,4.619999999999999
KARNATAKA,27.5,7.0,158.5,5.77,466.0,940.0,134.0,0.15
KERALA,24.5,6.85,198.0,0.35,720.0,2042.0,117.0,0.2
KERALA,28.5,6.25,181.0,0.3,190.0,785.0,100.0,0.25
KERALA,27.5,5.15,68.5,0.3,59.5,325.0,43.5,0.2
KERALA,29.5,7.7,235.5,0.3,51.0,156.0,145.0,0.2
KERALA,29.5,5.95,122.0,1.53,43.0,80.0,70.0,0.2
KERALA,27.5,6.15,325.5,0.35,460.0,950.0,175.0,0.25
KERALA,29.0,6.35,182.5,0.45,355.0,775.0,106.0,0.2
KERALA,30.0,5.25,120.5,0.3,172.5,1629.0,67.5,0.25
KERALA,23.0,7.1,210.5,0.35,40.0,92.0,153.5,0.2
KERALA,29.5,5.75,324.5,0.3,5.0,210.0,177.5,0.25
KERALA,28.0,5.25,103.0,0.3,62.0,405.0,62.0,0.2
KERALA,27.5,5.35,67.5,0.3,20.5,71.0,46.0,0.2
KERALA,27.0,5.7,71.5,0.6,295.0,600.0,44.5,0.2
KERALA,27.5,7.35,772.5,1.14,280.0,600.0,477.0,0.4
KERALA,23.0,6.85,173.5,0.35,20.0,81.0,112.5,0.2
KERALA,22.0,6.65,180.0,0.35,35.0,105.0,117.0,0.2
KERALA,26.0,5.0,246.0,0.55,2.0,2.0,148.0,0.6
KERALA,23.0,6.95,366.5,0.55,74.5,145.0,212.0,0.6
KERALA,22.5,7.4,238.0,0.56,32.5,77.0,140.0,0.35
KERALA,29.5,6.4,92.5,0.45,855.0,1045.0,52.5,0.2
KERALA,26.0,7.0,235.5,0.3,255.0,720.0,138.0,0.2
KERALA,24.0,5.55,210.0,0.55,490.0,920.0,125.0,0.25
KERALA,26.0,6.55,160.5,0.3,100.0,355.0,94.5,0.2
KERALA,28.0,6.85,163.5,0.3,34.5,245.0,100.0,0.2
KERALA,28.0,6.3,276.0,0.3,32.5,235.0,159.0,0.25
KERALA,23.5,6.3,148.0,0.4,20.5,87.0,102.5,0.2
KERALA,26.5,5.2,227.0,0.3,200.0,840.0,143.5,0.2
KERALA,28.0,5.45,254.0,0.3,30.0,195.0,148.0,0.2
KERALA,29.5,7.7,184.0,0.3,201.0,400.0,111.0,0.65
KERALA,28.0,6.4,124.5,0.95,500.0,945.0,76.0,0.2
KERALA,26.0,6.05,247.0,0.3,550.0,1125.0,149.0,0.2
KERALA,29.0,5.85,99.5,2.6,80.0,190.0,59.0,0.2
KERALA,29.5,7.0,499.5,0.42,290.0,995.0,272.5,0.3
KERALA,27.0,7.05,458.5,0.3,40.0,250.0,288.0,0.25
LAKSHADWEEP,28.5,7.3,714.0,4.593999999999999,3.4,6.5,478.0,0.51
LAKSHADWEEP,29.3,7.1,877.0,4.756000000000001,3.3,21.3,588.0,0.36
LAKSHADWEEP,29.45,6.85,974.0,0.8859999999999999,12.4,15.6,633.5,0.43
LAKSHADWEEP,30.5,6.8,1379.5,1.1320000000000001,7.2,7.6,897.0,0.47000000000000003
LAKSHADWEEP,29.0,7.2,937.0,1.342,14.8,42.0,628.0,0.38
LAKSHADWEEP,30.4,7.3,1356.0,1.486,11.4,15.9,881.5,0.39
LAKSHADWEEP,29.05,7.5,781.0,1.6800000000000002,6.8,7.5,523.5,0.4600000000000001
LAKSHADWEEP,29.55,7.25,1097.0,1.9460000000000002,6.9,22.1,735.0,0.5700000000000001
LAKSHADWEEP,30.65,6.8,675.0,1.6300000000000001,6.2,6.2,439.0,0.4600000000000001
LAKSHADWEEP,29.0,7.2,861.0,4.198,2.7,74.0,577.0,0.47000000000000003
LAKSHADWEEP,27.0,7.4,802.0,1.1019999999999999,11.8,12.9,537.0,0.43
LAKSHADWEEP,29.6,7.35,1089.0,5.8,2.7,17.9,708.0,0.6300000000000001
LAKSHADWEEP,28.8,7.2,715.0,4.593999999999999,3.2,4.0,479.0,0.51
LAKSHADWEEP,29.9,7.5,1126.5,2.492,7.1,41.0,754.5,0.53
LAKSHADWEEP,30.4,6.6,860.0,4.65,2.0,57.6,559.0,0.36
LAKSHADWEEP,30.65,7.5,1613.5,2.664,6.4,9.5,1049.0,0.32
LAKSHADWEEP,29.9,7.1,609.5,0.6779999999999999,2.0,6.6,396.5,0.49000000000000005
LAKSHADWEEP,29.7,7.2,2595.0,0.58,2.0,6.5,685.0,0.43999999999999995
LAKSHADWEEP,30.55,6.45,860.0,4.65,2.0,57.6,559.5,0.36
LAKSHADWEEP,30.1,7.45,1043.5,1.1560000000000001,4.2,24.4,678.0,0.39
LAKSHADWEEP,30.0,7.25,1514.5,4.192,2.0,4.6,894.5,0.42000000000000004
LAKSHADWEEP,29.4,7.4,1037.5,0.572,4.2,24.4,674.5,0.39
LAKSHADWEEP,28.8,7.2,621.0,1.43,7.3,8.2,416.0,0.6
LAKSHADWEEP,28.3,7.3,480.0,1.8880000000000003,6.2,9.2,322.0,0.33999999999999997
LAKSHADWEEP,29.6,7.0,5220.0,2.27,50.9,96.9,3393.0,0.89
LAKSHADWEEP,29.6,6.85,2640.5,0.3,2.0,2.0,1750.5,0.8300000000000001
LAKSHADWEEP,29.95,7.4,868.0,4.198,3.3,21.3,581.5,0.47000000000000003
LAKSHADWEEP,29.5,7.0,950.5,4.056,16.5,33.7,618.0,0.27
LAKSHADWEEP,29.55,7.3,1975.0,5.954000000000001,19.5,39.4,1284.0,0.5800000000000001
LAKSHADWEEP,30.0,7.2,606.0,0.776,2.0,2.0,206.0,0.5599999999999999
LAKSHADWEEP,27.8,7.3,563.0,0.7899999999999999,10.4,10.4,377.0,0.25
LAKSHADWEEP,28.7,7.4,373.0,0.586,12.4,30.2,250.0,0.27999999999999997
LAKSHADWEEP,29.9,7.4,1136.0,3.044,7.1,41.0,759.5,0.54
LAKSHADWEEP,30.45,6.9,1913.5,5.266,12.1,25.7,1243.5,0.6900000000000001
LAKSHADWEEP,29.7,7.6,1865.5,2.0260000000000002,5.7,29.9,1249.5,0.49000000000000005
LAKSHADWEEP,29.0,7.1,990.0,0.642,6.0,22.4,1348.4,0.45
LAKSHADWEEP,27.3,7.2,876.0,4.71,2.0,2.0,240.0,0.39
LAKSHADWEEP,29.9,7.6,1217.5,3.086,5.9,35.0,816.0,0.47000000000000003
LAKSHADWEEP,27.2,7.2,935.0,1.342,14.8,42.0,626.0,0.38
LAKSHADWEEP,28.1,7.2,663.0,1.0219999999999998,7.1,14.1,444.0,0.41
LAKSHADWEEP,29.2,6.85,1121.5,2.116,8.5,43.6,729.0,0.51
LAKSHADWEEP,29.2,7.4,671.5,1.0219999999999998,6.5,6.9,450.0,0.5
MADHYA PRADESH,21.5,7.7,568.5,1.28,2.0,3.0,425.0,0.7
MADHYA PRADESH,21.8,7.3,498.0,0.4,2.0,10.0,476.0,0.2
MADHYA PRADESH,28.4,7.3,526.0,2.4,16.9,77.6,377.0,0.36
MADHYA PRADESH,21.2,7.3,418.0,0.3,2.0,14.0,308.0,0.2
MADHYA PRADESH,21.0,7.35,616.5,0.35,2.0,17.0,572.0,0.2
MADHYA PRADESH,21.3,7.3,438.0,0.6,2.0,13.0,365.0,0.2
MADHYA PRADESH,21.3,7.3,394.5,0.45,2.0,15.0,294.0,0.2
MADHYA PRADESH,28.65,7.3,523.5,3.05,2.0,2.0,424.0,0.27999999999999997
,25.998928571428568,7.274838411819021,1407.0221579961465,2.404896480331263,68.59203980099502,107.90382244143034,922.0459710743802,0.4956299659477866
MADHYA PRADESH,26.6,7.3,413.0,3.9,50.8,226.6,385.0,0.31
MADHYA PRADESH,28.6,7.4,536.5,2.2,13.2,71.6,398.0,0.22999999999999998
MADHYA PRADESH,26.5,7.6,448.0,4.1,94.1,100.3,330.0,0.25
MADHYA PRADESH,28.25,7.45,285.0,2.05,2.0,2.0,233.0,4.54
MADHYA PRADESH,27.4,7.3,526.0,2.4,16.9,77.6,367.0,0.36
MADHYA PRADESH,26.0,7.5,1500.0,1.8,2.0,11.0,960.0,0.6
MADHYA PRADESH,24.0,7.9,1625.0,0.8,2.0,12.0,998.0,0.25
MADHYA PRADESH,28.25,7.55,429.0,3.3,7005.7,7019.6,297.5,0.22000000000000003
MADHYA PRADESH,21.0,7.9,747.0,0.3,2.0,4.0,628.5,0.2
MADHYA PRADESH,21.6,7.3,420.0,0.3,2.0,14.0,368.0,0.2
MADHYA PRADESH,26.0,7.1,1376.5,5.95,66.0,220.0,1035.0,0.3
MADHYA PRADESH,27.5,7.75,723.0,1.3,3.0,15.0,450.0,0.2
MADHYA PRADESH,23.5,7.35,2253.0,20.51,2.0,23.5,411.0,0.2
MADHYA PRADESH,26.0,7.4,840.5,3.02,2.0,280.0,548.0,0.45
MADHYA PRADESH,24.0,7.05,1124.0,7.68,2.0,22.0,822.0,0.25
MADHYA PRADESH,28.0,7.4,1178.0,15.09,2.0,24.0,765.0,0.42000000000000004
MADHYA PRADESH,26.0,7.9,386.0,0.3,2.0,14.0,248.0,0.31
MADHYA PRADESH,27.5,7.5,794.0,6.76,46.0,210.0,574.0,0.2
MADHYA PRADESH,25.0,7.2,1033.0,12.04,2.0,9.7,605.0,0.2
MADHYA PRADESH,28.5,7.45,541.5,8.53,58.0,350.0,380.0,0.2
MADHYA PRADESH,22.5,7.85,2791.5,2.45,2.0,3.0,386.0,0.7
MADHYA PRADESH,22.0,7.35,2352.0,2.97,2.0,4.0,1459.0,0.7
MADHYA PRADESH,22.0,7.65,896.0,3.09,2.0,4.0,546.5,0.85
MADHYA PRADESH,28.5,7.7,757.5,1.3,3.0,15.0,458.5,0.2
MADHYA PRADESH,27.45,7.15,1398.5,3.4,2.0,8.0,1337.0,0.45
MADHYA PRADESH,26.0,7.05,1005.5,3.5,2.0,6.0,789.5,0.36
MADHYA PRADESH,21.2,7.35,368.0,0.5,2.0,17.0,381.5,0.2
MADHYA PRADESH,21.2,7.35,282.0,0.4,2.0,13.0,341.5,0.2
MADHYA PRADESH,29.5,7.7,692.0,1.3,3.0,14.5,482.5,0.2
MADHYA PRADESH,26.0,7.6,2577.0,4.94,4.0,7.6,1908.0,0.4800000000000001
MADHYA PRADESH,22.5,7.0,1443.5,3.32,2.0,6.5,835.0,0.9
MADHYA PRADESH,27.9,8.05,540.0,0.74,2.0,2.0,391.5,0.27
MADHYA PRADESH,28.25,8.05,549.5,0.76,2.0,2.0,411.5,0.36
MADHYA PRADESH,25.5,7.3,5341.0,10.9,7.3,14.8,4266.0,1.03
MADHYA PRADESH,24.0,7.3,1861.0,8.2,19.5,37.7,1302.0,0.6599999999999999
MADHYA PRADESH,28.72,7.75,2721.0,5.41,2.0,22.0,1973.0,0.2
MADHYA PRADESH,27.0,7.6,816.5,9.93,48.0,230.0,609.0,0.2
MADHYA PRADESH,21.0,7.55,511.5,0.8,2.0,11.0,458.0,0.2
MADHYA PRADESH,22.3,7.45,428.0,0.45,2.0,14.0,397.0,0.2
MADHYA PRADESH,26.0,7.5,1692.5,4.7,3.5,16.3,1335.0,0.6199999999999999
MADHYA PRADESH,25.5,7.5,610.0,0.62,2.0,29.0,371.0,0.7
MADHYA PRADESH,25.0,7.35,3179.0,6.15,2.6,19.3,2230.0,0.6399999999999999
MADHYA PRADESH,21.5,7.5,2342.0,4.53,2.0,7.0,1438.0,0.75
MADHYA PRADESH,21.5,7.65,2766.5,2.98,2.0,9.0,1728.0,0.9
MADHYA PRADESH,21.5,7.6,1294.5,2.26,2.0,4.0,859.5,0.7
MADHYA PRADESH,22.0,7.8,1555.0,3.17,2.0,6.0,933.0,0.8
MAHARASHTRA,26.0,7.95,874.5,0.47,8.0,140.0,797.5,0.25
MAHARASHTRA,22.5,7.2,1625.5,7.7,6.0,58.0,1254.5,0.2
MAHARASHTRA,23.0,7.65,3538.5,9.9,40.0,412.5,3275.0,0.2
MAHARASHTRA,22.0,7.45,879.5,6.53,6.0,63.0,698.0,0.2
MAHARASHTRA,27.1,7.3,1395.0,1.75,18.8,55.9,1024.0,1.0
MAHARASHTRA,21.0,7.1,999.0,6.5,22.0,100.0,782.0,0.2
MAHARASHTRA,28.0,7.7,781.5,5.17,2.6,3.3,554.0,0.25
MAHARASHTRA,28.0,7.75,1415.5,2.96,18.1,53.4,970.0,0.35
